transaction_id,customer_id,transaction_date_id,transaction_type,channel,amount,balance_after,is_fraud,fraud_score,merchant_category,city
TXN000576,CUST0269,20230602,Credit,Branch,16446.85,33374.28,0,0.1792,Food,Los Angeles
TXN000577,CUST0600,20241109,Credit,ATM,6310.7,23689.38,0,0.0388,Education,Phoenix
TXN000578,CUST0007,20230310,Interest Credit,Mobile,48140.41,89075.16,0,0.2013,Utilities,Bangalore
TXN000579,CUST0258,20240913,Transfer,Internet,45507.01,49225.42,0,0.0637,Entertainment,San Antonio
TXN000580,CUST0864,20230703,Interest Credit,Branch,1013.32,43538.0,0,0.1839,Food,Mumbai
TXN000581,CUST0389,20241202,Credit,Internet,47255.6,47517.03,0,0.1422,Education,San Antonio
TXN000582,CUST0008,20250111,Debit,POS,30958.41,6879.89,0,0.1888,Retail,Bangalore
TXN000583,CUST0499,20230424,ATM Withdrawal,Branch,28696.55,90361.46,0,0.1971,Food,Phoenix
TXN000584,CUST0320,20240819,Transfer,Branch,17928.07,32689.18,0,0.2072,Healthcare,Delhi
TXN000585,CUST0556,20240513,ATM Withdrawal,ATM,42875.25,17483.94,0,0.2867,Utilities,Chennai
TXN000586,CUST0437,20250113,Interest Credit,Internet,3903.47,89479.52,0,0.1605,Food,New York
TXN000587,CUST0392,20250427,Online Payment,Internet,27048.55,97903.6,0,0.1405,Retail,Philadelphia
TXN000588,CUST0843,20240831,ATM Withdrawal,NEFT,30211.03,93703.7,0,0.2363,Education,Chennai
TXN000589,CUST0257,20231215,Credit,Mobile,170.29,26171.61,0,0.1133,Food,Hyderabad
TXN000590,CUST0691,20240916,Online Payment,Internet,30737.55,21100.3,0,0.154,Retail,Los Angeles
TXN000591,CUST0182,20240519,ATM Withdrawal,IMPS,31911.08,99880.88,0,0.2984,Travel,Philadelphia
TXN000592,CUST0171,20230731,Debit,Branch,39110.58,5925.05,0,0.1839,Healthcare,San Antonio
TXN000593,CUST0150,20241026,Credit,ATM,19298.08,23382.39,0,0.0144,Healthcare,Hyderabad
TXN000594,CUST0336,20250513,ATM Withdrawal,Branch,7050.89,26017.61,0,0.1971,Healthcare,Chennai
TXN000595,CUST0054,20250323,Transfer,POS,40811.04,46823.8,0,0.2884,Healthcare,Mumbai
TXN000596,CUST0788,20231109,Credit,IMPS,42175.01,61457.45,0,0.1976,Utilities,Bangalore
TXN000597,CUST0304,20230529,EMI Payment,Mobile,21046.27,61006.34,0,0.0186,,New York
TXN000598,CUST0161,20240423,Credit,NEFT,12770.42,69921.77,0,0.0269,Food,Delhi
TXN000599,CUST0939,20250522,Credit,IMPS,19343.72,8901.83,0,0.1824,Healthcare,Houston
TXN000600,CUST0445,20240111,EMI Payment,IMPS,21000.27,15639.05,0,0.1923,Entertainment,Hyderabad
TXN000601,CUST0947,20231023,Debit,Internet,44262.13,54001.84,0,0.0126,Travel,Bangalore
TXN000602,CUST0172,20230713,Debit,POS,26037.22,18762.67,0,0.1387,Entertainment,Pune
TXN000603,CUST0946,20240809,Online Payment,Mobile,15037.6,64096.81,0,0.0467,Education,Ahmedabad
TXN000604,CUST0889,20240512,Online Payment,Branch,16110.84,39814.92,0,0.1336,Entertainment,New York
TXN000605,CUST0105,20230616,Interest Credit,POS,25750.52,67127.69,0,0.202,Utilities,Mumbai
TXN000606,CUST0207,20240702,ATM Withdrawal,ATM,9414.98,5822.77,0,0.1041,Food,Ahmedabad
TXN000607,CUST0753,20230104,Debit,NEFT,3923.07,76016.38,0,0.0736,,San Antonio
TXN000608,CUST0365,20250315,Interest Credit,Mobile,10518.74,30130.63,0,0.0785,Healthcare,Pune
TXN000609,CUST0845,20250322,EMI Payment,IMPS,16796.43,45406.84,0,0.0995,Healthcare,Hyderabad
TXN000610,CUST0634,20240311,Debit,Internet,44279.68,37164.82,0,0.0382,Education,Hyderabad
TXN000611,CUST0221,20230206,Debit,IMPS,31166.62,33962.3,0,0.2068,Food,Hyderabad
TXN000612,CUST0361,20230306,EMI Payment,ATM,24514.46,94555.88,1,0.9369,Retail,Chennai
TXN000613,CUST0963,20250316,Online Payment,IMPS,21633.34,71288.65,0,0.1921,Travel,Chennai
TXN000614,CUST0996,20250205,Credit,Branch,12795.22,41521.86,0,0.1427,Food,San Antonio
TXN000615,CUST0018,20240712,Credit,Mobile,2330.76,16233.49,0,0.064,Food,Hyderabad
TXN000616,CUST0733,20230524,Transfer,Mobile,10490.33,86016.52,0,0.032,Utilities,Pune
TXN000617,CUST0611,20240608,Debit,Branch,11230.73,9872.16,0,0.1065,Travel,Chennai
TXN000618,CUST0958,20230618,Debit,NEFT,20470.11,12761.42,0,0.1237,Education,Philadelphia
TXN000619,CUST0271,20231124,ATM Withdrawal,Branch,10153.59,32184.74,0,0.1938,Utilities,Mumbai
TXN000620,CUST0501,20240710,ATM Withdrawal,IMPS,43095.0,82960.69,0,0.2429,Food,Ahmedabad
TXN000621,CUST0696,20230508,Interest Credit,ATM,31946.97,53673.27,0,0.0624,Travel,Los Angeles
TXN000622,CUST0201,20230629,ATM Withdrawal,Branch,35316.11,41452.1,0,0.1066,Retail,Mumbai
TXN000623,CUST0213,20230716,Interest Credit,Mobile,35866.1,3509.75,0,0.2117,Entertainment,Pune
TXN000624,CUST0456,20230326,Debit,Mobile,28382.93,35400.74,0,0.211,Entertainment,Phoenix
TXN000625,CUST0347,20230521,Online Payment,IMPS,22708.98,16164.15,0,0.1311,Utilities,Chennai
TXN000626,CUST0007,20250619,Debit,NEFT,9115.74,58327.95,0,0.0853,Retail,Bangalore
TXN000627,CUST0638,20240918,Online Payment,Mobile,37994.89,59970.72,0,0.1821,Entertainment,Los Angeles
TXN000628,CUST0013,20240508,ATM Withdrawal,ATM,34796.19,56950.33,0,0.1707,Healthcare,New York
TXN000629,CUST0684,20240621,Online Payment,NEFT,47535.49,56815.36,1,0.737,,Houston
TXN000630,CUST0280,20240203,Debit,NEFT,5894.31,66214.07,0,0.025,Retail,Ahmedabad
TXN000631,CUST0146,20231024,Transfer,Branch,4561.32,51971.23,0,0.2544,Utilities,New York
TXN000632,CUST0928,20230811,ATM Withdrawal,Internet,44933.41,87954.71,0,0.0613,Retail,Phoenix
TXN000633,CUST0134,20240531,Online Payment,ATM,38761.21,50162.26,0,0.1225,Entertainment,Delhi
TXN000634,CUST0833,20240706,Transfer,Internet,41668.15,91377.95,0,0.0267,Retail,Pune
TXN000635,CUST0730,20241118,Transfer,Branch,34705.67,70077.35,0,0.2264,Education,San Antonio
TXN000636,CUST0863,20240417,Online Payment,NEFT,10345.19,79043.91,0,0.2202,Healthcare,New York
TXN000637,CUST0081,20230119,ATM Withdrawal,Internet,17002.26,68032.5,0,0.1989,Travel,Ahmedabad
TXN000638,CUST0473,20231205,Credit,POS,28667.79,76332.52,0,0.1889,Utilities,Hyderabad
TXN000639,CUST0625,20240407,Transfer,Branch,30399.08,90162.05,0,0.0898,Healthcare,Philadelphia
TXN000640,CUST0103,20230926,Interest Credit,Internet,28372.92,34561.65,0,0.2225,Utilities,Mumbai
TXN000641,CUST0047,20240310,Interest Credit,POS,6955.97,10748.63,0,0.1874,Retail,Pune
TXN000642,CUST0699,20231007,Online Payment,NEFT,2397.08,82829.88,0,0.2162,Food,Kolkata
TXN000643,CUST0325,20230508,Transfer,Branch,39910.95,78755.8,0,0.0875,Entertainment,New York
TXN000644,CUST0015,20241112,Debit,Branch,3968.87,71517.98,0,0.1438,Utilities,Philadelphia
TXN000645,CUST0931,20230813,Transfer,IMPS,39182.07,41193.15,0,0.0548,,Los Angeles
TXN000646,CUST0139,20231124,EMI Payment,IMPS,34607.56,17830.57,0,0.1725,Entertainment,Philadelphia
TXN000647,CUST0217,20240906,ATM Withdrawal,Branch,46410.08,2616.75,0,0.0868,Food,Bangalore
TXN000648,CUST0465,20231017,Transfer,POS,35394.78,69929.46,0,0.2018,Utilities,Kolkata
TXN000649,CUST0541,20241028,EMI Payment,ATM,16877.65,50311.41,0,0.238,Travel,Philadelphia
TXN000650,CUST0020,20240805,EMI Payment,Branch,4903.88,78334.45,0,0.0496,Utilities,Los Angeles
TXN000651,CUST0400,20230506,Debit,POS,46787.94,80420.37,0,0.1611,Retail,Chicago
TXN000652,CUST0166,20230109,Interest Credit,POS,30402.94,43532.18,0,0.2118,Healthcare,Bangalore
TXN000653,CUST0367,20250606,Interest Credit,Mobile,45692.64,7480.12,0,0.0954,Entertainment,Kolkata
TXN000654,CUST0665,20230807,ATM Withdrawal,Branch,11794.34,89531.12,0,0.2012,Healthcare,Los Angeles
TXN000655,CUST0511,20240904,Online Payment,NEFT,23703.14,23566.96,0,0.0925,,Chicago
TXN000656,CUST0944,20231220,Debit,Mobile,27521.53,49234.3,0,0.0595,Retail,Chicago
TXN000657,CUST0702,20230428,Debit,IMPS,16173.3,18636.11,0,0.0022,Utilities,Philadelphia
TXN000658,CUST0590,20250407,ATM Withdrawal,Mobile,20791.53,19084.44,0,0.2749,Healthcare,Chennai
TXN000659,CUST0072,20230413,Online Payment,Branch,17845.54,98692.35,0,0.068,Education,Hyderabad
TXN000660,CUST0162,20230525,ATM Withdrawal,Internet,20618.51,1761.78,0,0.1104,Retail,Pune
TXN000661,CUST0212,20241019,Transfer,Mobile,48159.31,35578.3,0,0.0352,Utilities,New York
TXN000662,CUST0656,20231217,Interest Credit,Mobile,9807.31,20715.55,0,0.1296,Education,Kolkata
TXN000663,CUST0429,20250621,Debit,Branch,45348.47,32482.13,0,0.2241,Travel,Chicago
TXN000664,CUST0528,20250211,Debit,Internet,31949.22,83072.19,0,0.0975,Entertainment,Chicago
TXN000665,CUST0743,20230711,Online Payment,Internet,41195.22,71203.33,0,0.1837,Utilities,Pune
TXN000666,CUST0364,20240324,Online Payment,Branch,22809.23,17628.42,0,0.1924,,Mumbai
TXN000667,CUST0001,20241130,Credit,Internet,19384.23,19627.89,0,0.0865,Food,Chennai
TXN000668,CUST0332,20231015,Transfer,Internet,2055.04,834.26,0,0.1381,,Chicago
TXN000669,CUST0912,20231209,ATM Withdrawal,Mobile,736.58,95863.25,0,0.1492,Education,Ahmedabad
TXN000670,CUST0585,20230428,Interest Credit,ATM,12642.08,94854.44,0,0.1039,Utilities,Kolkata
TXN000671,CUST0206,20250420,Transfer,NEFT,46429.46,7414.01,0,0.2798,Utilities,Chennai
TXN000672,CUST0970,20230925,Transfer,POS,34213.77,64787.33,0,0.1459,,Hyderabad
TXN000673,CUST0626,20240319,Transfer,Internet,23943.48,38640.08,0,0.1889,Utilities,Delhi
TXN000674,CUST0727,20230719,Interest Credit,Internet,248.27,13259.15,0,0.0697,Travel,Pune
TXN000675,CUST0832,20230407,Credit,NEFT,41494.78,86095.86,0,0.285,Food,New York
TXN000676,CUST0618,20240803,Transfer,Mobile,19246.52,85710.75,0,0.0849,Entertainment,Ahmedabad
TXN000677,CUST0123,20231112,Transfer,ATM,36739.78,73901.64,0,0.037,Healthcare,Mumbai
TXN000678,CUST0558,20231017,Transfer,Mobile,29162.21,81912.76,1,0.7451,Travel,Houston
TXN000679,CUST0861,20230611,ATM Withdrawal,Mobile,48534.87,30684.91,0,0.2132,Food,Houston
TXN000680,CUST0772,20230112,ATM Withdrawal,Branch,28284.83,61501.31,0,0.2017,Healthcare,Los Angeles
TXN000681,CUST0162,20250119,ATM Withdrawal,POS,16874.0,50468.08,0,0.0138,Retail,Pune
TXN000682,CUST0434,20240805,Credit,Internet,756.48,28560.31,0,0.2635,,Philadelphia
TXN000683,CUST0755,20250507,Interest Credit,Mobile,40908.85,13731.91,0,0.0235,Healthcare,New York
TXN000684,CUST0026,20250501,Debit,NEFT,42150.53,81518.1,0,0.262,Entertainment,Philadelphia
TXN000685,CUST0654,20240810,EMI Payment,NEFT,41621.58,13929.56,0,0.0292,Travel,Bangalore
TXN000686,CUST0976,20230206,Debit,Internet,23240.22,37169.49,0,0.2368,Travel,Chennai
TXN000687,CUST0228,20230818,Online Payment,NEFT,28821.47,11996.74,0,0.0203,Healthcare,Bangalore
TXN000688,CUST0642,20250221,Online Payment,IMPS,49594.13,24364.63,0,0.2224,,New York
TXN000689,CUST0617,20230611,ATM Withdrawal,POS,21955.83,82162.52,0,0.1313,Healthcare,Pune
TXN000690,CUST0401,20230108,EMI Payment,IMPS,31744.46,38319.11,0,0.0391,Utilities,Delhi
TXN000691,CUST0337,20230417,EMI Payment,Branch,15236.46,45950.92,0,0.1527,Healthcare,San Antonio
TXN000692,CUST0025,20240217,Credit,NEFT,7769.69,67624.59,0,0.0194,Education,Mumbai
TXN000693,CUST0829,20240802,Credit,Internet,30724.09,5035.86,0,0.2109,Food,Los Angeles
TXN000694,CUST0065,20230802,Credit,NEFT,514.75,21845.1,0,0.0713,Food,Phoenix
TXN000695,CUST0297,20230328,Online Payment,NEFT,28964.33,96009.81,0,0.297,,Los Angeles
TXN000696,CUST0606,20240225,Debit,Mobile,12466.69,99868.12,0,0.1013,Education,Kolkata
TXN000697,CUST0586,20231214,Transfer,Internet,2649.34,44101.77,0,0.2541,Travel,Mumbai
TXN000698,CUST0585,20240725,Credit,NEFT,44342.95,26370.19,0,0.156,Food,Kolkata
TXN000699,CUST0816,20250313,EMI Payment,NEFT,20473.85,96156.35,0,0.0639,Travel,Los Angeles
TXN000700,CUST0280,20250430,EMI Payment,IMPS,2920.27,11465.95,0,0.0991,Utilities,Ahmedabad
TXN000701,CUST0239,20230516,Credit,NEFT,12033.92,32013.51,0,0.0042,Education,Delhi
TXN000702,CUST0079,20230208,ATM Withdrawal,IMPS,12152.52,72936.71,0,0.0526,Education,Delhi
TXN000703,CUST0126,20250105,Transfer,Internet,16321.86,52638.67,0,0.2388,Food,Delhi
TXN000704,CUST0822,20240317,ATM Withdrawal,Mobile,11721.08,41136.76,0,0.298,Education,Kolkata
TXN000705,CUST0732,20240320,Online Payment,IMPS,20533.0,19006.55,0,0.1437,Retail,Chennai
TXN000706,CUST0812,20230413,Debit,Branch,38804.74,52141.51,0,0.1947,Entertainment,Mumbai
TXN000707,CUST0702,20230504,Online Payment,Mobile,41954.5,82664.07,0,0.0244,Retail,Philadelphia
TXN000708,CUST0097,20231020,Debit,Internet,19205.24,88999.67,0,0.2237,Utilities,Houston
TXN000709,CUST0522,20230616,Credit,Mobile,25517.34,53785.08,0,0.0812,Travel,Kolkata
TXN000710,CUST0710,20230906,Debit,IMPS,16836.47,38254.68,0,0.1197,Retail,Houston
TXN000711,CUST0147,20240408,Online Payment,NEFT,4763.07,55475.07,0,0.1389,Education,Phoenix
TXN000712,CUST0892,20240424,EMI Payment,POS,25634.08,7671.27,0,0.2875,Healthcare,Houston
TXN000713,CUST0865,20240628,ATM Withdrawal,Mobile,11485.09,34808.53,0,0.1331,Food,Philadelphia
TXN000714,CUST0013,20241025,EMI Payment,Mobile,40904.56,98985.84,0,0.1423,Retail,New York
TXN000715,CUST0190,20240613,Credit,NEFT,8238.83,29806.55,0,0.2113,Travel,Los Angeles
TXN000716,CUST0319,20241006,Credit,Internet,44299.12,2090.94,0,0.0903,Education,Philadelphia
TXN000717,CUST0317,20240126,Online Payment,IMPS,28358.6,32764.64,0,0.089,Utilities,Pune
TXN000718,CUST0227,20231104,Interest Credit,Mobile,28986.28,59074.46,0,0.2282,Utilities,San Antonio
TXN000719,CUST0539,20250107,Debit,Mobile,36521.99,25831.99,0,0.1079,Entertainment,Houston
TXN000720,CUST0092,20241113,EMI Payment,IMPS,4341.6,38893.66,0,0.0079,Utilities,Bangalore
TXN000721,CUST0073,20240503,EMI Payment,NEFT,217.7,40193.71,0,0.1163,Education,Bangalore
TXN000722,CUST0876,20240228,EMI Payment,IMPS,15547.27,64097.13,0,0.2735,Retail,Philadelphia
TXN000723,CUST0954,20240905,Debit,IMPS,26115.13,88536.03,0,0.2305,Food,Pune
TXN000724,CUST0548,20240203,Online Payment,Branch,28708.93,89678.26,0,0.2342,Retail,Kolkata
TXN000725,CUST0335,20240114,Interest Credit,ATM,22002.26,17112.96,0,0.1495,Healthcare,Mumbai
TXN000726,CUST0800,20240807,Debit,Mobile,20502.13,70716.54,0,0.1211,Food,Houston
TXN000727,CUST0418,20230108,Transfer,Mobile,47517.3,47706.8,0,0.2764,Travel,Phoenix
TXN000728,CUST0885,20230718,Online Payment,NEFT,3422.93,80186.52,0,0.1317,Utilities,Kolkata
TXN000729,CUST0844,20240623,Debit,NEFT,46084.39,54554.5,0,0.0403,Entertainment,San Antonio
TXN000730,CUST0806,20240722,Interest Credit,NEFT,28802.36,71961.39,0,0.2822,Retail,Bangalore
TXN000731,CUST0827,20250403,Credit,NEFT,15243.22,45659.69,0,0.2785,Travel,Houston
TXN000732,CUST0852,20240302,Transfer,Branch,15888.32,10083.77,0,0.2721,Utilities,Houston
TXN000733,CUST0324,20240209,ATM Withdrawal,IMPS,19493.91,94459.02,0,0.1375,Food,Chicago
TXN000734,CUST0842,20230502,ATM Withdrawal,NEFT,7026.01,1769.28,0,0.1567,Entertainment,Kolkata
TXN000735,CUST0642,20240623,Debit,ATM,38403.74,63114.66,0,0.1709,Travel,New York
TXN000736,CUST0824,20250624,Transfer,Branch,20470.0,46042.72,0,0.1017,Food,Chennai
TXN000737,CUST0358,20230129,Interest Credit,Branch,35573.92,87175.34,1,0.7713,Education,San Antonio
TXN000738,CUST0549,20230218,ATM Withdrawal,IMPS,42025.47,66918.14,0,0.1293,Healthcare,New York
TXN000739,CUST0770,20230111,Debit,POS,40958.03,60291.64,0,0.0435,,San Antonio
TXN000740,CUST0554,20240118,Interest Credit,Mobile,10852.58,6454.78,0,0.2073,Healthcare,Bangalore
TXN000741,CUST0225,20240819,Interest Credit,Branch,27211.21,735.76,0,0.1695,Healthcare,Mumbai
TXN000742,CUST0502,20250412,Transfer,NEFT,43750.61,56724.74,0,0.2501,Retail,Bangalore
TXN000743,CUST0109,20231108,Transfer,Internet,2128.63,83409.16,0,0.2207,,Hyderabad
TXN000744,CUST0562,20240515,EMI Payment,POS,1873.42,32490.55,0,0.1793,Retail,Mumbai
TXN000745,CUST0147,20241129,EMI Payment,ATM,45854.83,19290.4,0,0.0021,Food,Phoenix
TXN000746,CUST0797,20240901,Credit,POS,38137.38,41997.53,0,0.0579,Education,Kolkata
TXN000747,CUST0544,20250211,ATM Withdrawal,ATM,27043.74,7952.45,0,0.176,Healthcare,New York
TXN000748,CUST0399,20240331,ATM Withdrawal,NEFT,33591.73,45769.39,0,0.1366,Travel,Houston
TXN000749,CUST0613,20240225,EMI Payment,NEFT,35795.65,78858.88,0,0.0897,Utilities,San Antonio
TXN000750,CUST0638,20230412,Transfer,ATM,17882.2,92513.59,0,0.1898,Food,Los Angeles
TXN000751,CUST0688,20241013,EMI Payment,Internet,13246.45,79492.45,0,0.0984,,Bangalore
TXN000752,CUST0037,20240106,Online Payment,Branch,1918.24,4094.1,0,0.1417,Utilities,Mumbai
TXN000753,CUST0167,20230929,Interest Credit,IMPS,14771.66,86891.06,0,0.163,Utilities,Ahmedabad
TXN000754,CUST0453,20240612,EMI Payment,Internet,48047.05,88714.64,0,0.0075,Food,Phoenix
TXN000755,CUST0943,20240813,ATM Withdrawal,IMPS,10053.07,71529.95,0,0.2763,Education,Kolkata
TXN000756,CUST0897,20230622,Debit,NEFT,1107.34,78973.92,0,0.187,Education,Delhi
TXN000757,CUST0217,20240719,EMI Payment,Mobile,49244.66,93560.89,0,0.1991,Education,Bangalore
TXN000758,CUST0018,20231027,Transfer,NEFT,19526.67,19601.94,0,0.1312,Entertainment,Hyderabad
TXN000759,CUST0861,20240326,Debit,ATM,46350.17,91568.39,0,0.199,Healthcare,Houston
TXN000760,CUST0049,20240528,Credit,Branch,33045.61,30988.63,0,0.0956,Education,Chicago
TXN000761,CUST0823,20230912,Debit,Mobile,48210.21,86527.76,0,0.293,Entertainment,Ahmedabad
TXN000762,CUST0304,20240907,ATM Withdrawal,NEFT,19357.76,66529.73,0,0.1381,Retail,New York
TXN000763,CUST0801,20240428,Credit,IMPS,28318.1,72114.34,0,0.0228,Education,Chicago
TXN000764,CUST0407,20240401,ATM Withdrawal,Mobile,20974.39,9267.3,0,0.1723,Retail,Pune
TXN000765,CUST0221,20250101,ATM Withdrawal,ATM,41999.7,69311.85,0,0.0489,Travel,Hyderabad
TXN000766,CUST0071,20230228,EMI Payment,POS,48965.15,2584.13,0,0.0101,,Houston
TXN000767,CUST0777,20250531,EMI Payment,IMPS,29520.79,5480.8,0,0.007,Education,Pune
TXN000768,CUST0305,20231008,ATM Withdrawal,ATM,3694.21,67991.94,0,0.25,Retail,Phoenix
TXN000769,CUST0968,20240119,Debit,IMPS,36356.2,88428.43,0,0.1301,Travel,Pune
TXN000770,CUST0023,20230617,Transfer,POS,5689.53,21211.28,0,0.0537,Retail,Philadelphia
TXN000771,CUST0329,20230718,Credit,NEFT,22979.59,39241.84,0,0.1926,Retail,Kolkata
TXN000772,CUST0990,20241112,Credit,NEFT,22825.18,27923.48,0,0.065,Healthcare,Mumbai
TXN000773,CUST0851,20250305,EMI Payment,Branch,7047.61,42044.38,0,0.277,,Pune
TXN000774,CUST0627,20231005,ATM Withdrawal,IMPS,46776.63,18623.69,0,0.0976,Food,Los Angeles
TXN000775,CUST0991,20250219,Transfer,POS,14683.96,60432.33,0,0.1949,Retail,Bangalore
TXN000776,CUST0909,20240513,ATM Withdrawal,ATM,22070.97,79317.01,0,0.2806,Entertainment,Phoenix
TXN000777,CUST0693,20250206,Transfer,Mobile,21955.04,77572.9,0,0.0898,Travel,Phoenix
TXN000778,CUST0284,20230521,Debit,Internet,22427.6,84746.09,0,0.1614,Entertainment,Los Angeles
TXN000779,CUST0094,20240213,Debit,Internet,17300.14,32623.75,0,0.1472,Food,Ahmedabad
TXN000780,CUST0564,20240423,ATM Withdrawal,Mobile,24032.34,27373.98,0,0.2982,,New York
TXN000781,CUST0682,20240511,ATM Withdrawal,POS,22071.55,44577.28,0,0.2333,Food,Philadelphia
TXN000782,CUST0977,20230119,Online Payment,IMPS,9671.41,17905.53,0,0.2558,,Bangalore
TXN000783,CUST0895,20240805,Credit,POS,47448.31,79457.42,0,0.2002,Utilities,Phoenix
TXN000784,CUST0449,20241114,Transfer,Mobile,35731.12,33051.12,0,0.0524,Retail,Chennai
TXN000785,CUST0681,20250420,ATM Withdrawal,Internet,42069.09,14424.14,0,0.0888,Food,Pune
TXN000786,CUST0415,20230803,ATM Withdrawal,ATM,13100.71,85755.68,0,0.1594,Food,Philadelphia
TXN000787,CUST0355,20230827,Credit,IMPS,4303.76,23344.19,0,0.0215,Travel,Hyderabad
TXN000788,CUST0644,20240922,Interest Credit,NEFT,25095.03,83084.78,0,0.0141,Utilities,Delhi
TXN000789,CUST0677,20240605,Interest Credit,ATM,21366.17,83811.87,0,0.1917,Retail,Los Angeles
TXN000790,CUST0803,20250318,Credit,POS,5133.2,23692.73,0,0.2214,Utilities,Philadelphia
TXN000791,CUST0475,20230207,Interest Credit,IMPS,5359.79,16495.93,0,0.1109,Utilities,Houston
TXN000792,CUST0316,20230321,Transfer,Branch,36900.89,33484.83,1,0.987,Entertainment,Houston
TXN000793,CUST0736,20240512,Interest Credit,Branch,28066.16,11474.46,0,0.0587,Healthcare,Bangalore
TXN000794,CUST0143,20230106,Debit,NEFT,47034.96,12433.85,0,0.2651,Healthcare,Delhi
TXN000795,CUST0669,20230324,Credit,POS,25029.32,51884.04,0,0.224,Retail,Ahmedabad
TXN000796,CUST0738,20250222,Transfer,IMPS,48773.19,85365.61,0,0.2057,Entertainment,Hyderabad
TXN000797,CUST0458,20241201,Transfer,POS,24299.58,18047.18,0,0.065,Food,Chicago
TXN000798,CUST0193,20230511,EMI Payment,IMPS,49712.56,63458.0,1,0.8649,Utilities,Chicago
TXN000799,CUST0400,20240817,Transfer,POS,40590.39,51296.51,0,0.0747,Retail,Chicago
TXN000800,CUST0537,20231006,Online Payment,Internet,19508.23,57762.89,0,0.1492,,New York
TXN000801,CUST0914,20231120,Interest Credit,Mobile,25528.65,90071.01,0,0.0425,Healthcare,Chennai
TXN000802,CUST0478,20230224,Transfer,POS,31260.21,52522.11,0,0.1177,Entertainment,Philadelphia
TXN000803,CUST0578,20240708,EMI Payment,ATM,48872.7,92999.35,0,0.0184,Retail,New York
TXN000804,CUST0588,20231101,Debit,Internet,23373.88,92191.72,1,0.9449,Utilities,Bangalore
TXN000805,CUST0298,20240220,Transfer,POS,36027.72,59025.44,0,0.1596,,New York
TXN000806,CUST0182,20231002,Transfer,Internet,13402.98,8210.67,0,0.2877,Education,Philadelphia
TXN000807,CUST0816,20230524,Credit,Branch,34369.72,58590.96,0,0.0518,Retail,Los Angeles
TXN000808,CUST0604,20240612,Credit,IMPS,4611.49,7398.72,0,0.0114,Food,Phoenix
TXN000809,CUST0142,20241022,Transfer,Branch,34240.87,3204.87,0,0.115,Education,San Antonio
TXN000810,CUST0861,20230421,EMI Payment,ATM,35756.86,785.08,0,0.2989,,Houston
TXN000811,CUST0511,20240502,Online Payment,Internet,18595.73,15842.3,0,0.0139,Utilities,Chicago
TXN000812,CUST0028,20240502,Interest Credit,Branch,12103.6,23983.39,0,0.1528,Utilities,Houston
TXN000813,CUST0479,20230920,Transfer,Internet,44033.96,7762.73,0,0.299,Retail,Kolkata
TXN000814,CUST0837,20250404,Debit,NEFT,49460.85,80803.92,0,0.0696,Education,Ahmedabad
TXN000815,CUST0249,20240402,ATM Withdrawal,POS,35765.37,34285.43,0,0.2241,Travel,New York
TXN000816,CUST0080,20240927,EMI Payment,POS,21147.13,41956.56,0,0.1024,Travel,Hyderabad
TXN000817,CUST0142,20231005,Debit,Internet,10309.6,35571.32,0,0.2638,Entertainment,San Antonio
TXN000818,CUST0965,20240528,Online Payment,NEFT,25095.99,20600.26,0,0.185,,Pune
TXN000819,CUST0557,20230503,Debit,ATM,13369.07,2073.74,0,0.2305,Utilities,Delhi
TXN000820,CUST0462,20230301,Interest Credit,NEFT,22868.81,65194.32,0,0.2024,Travel,Phoenix
TXN000821,CUST0862,20250512,EMI Payment,IMPS,15013.48,94953.42,0,0.0901,Entertainment,Phoenix
TXN000822,CUST0670,20240908,Credit,Branch,48188.7,80827.03,0,0.2519,Utilities,Philadelphia
TXN000823,CUST0820,20240623,Debit,Branch,41692.88,15731.35,0,0.0124,Education,Bangalore
TXN000824,CUST0325,20240907,ATM Withdrawal,Branch,36263.08,96640.11,0,0.1716,Education,New York
TXN000825,CUST0381,20240609,Credit,Mobile,10694.15,19237.62,0,0.2401,Entertainment,Phoenix
TXN000826,CUST0569,20241126,EMI Payment,NEFT,17254.59,18744.55,0,0.1134,,Pune
TXN000827,CUST0359,20230205,ATM Withdrawal,ATM,41923.73,30569.56,0,0.1818,Food,Mumbai
TXN000828,CUST0764,20230107,Online Payment,IMPS,8657.95,51629.45,0,0.2442,Retail,Pune
TXN000829,CUST0501,20230913,ATM Withdrawal,NEFT,21740.61,63750.13,0,0.2673,,Ahmedabad
TXN000830,CUST0043,20240123,Interest Credit,Mobile,32436.39,72814.83,0,0.2131,Food,Chennai
TXN000831,CUST0577,20250421,EMI Payment,NEFT,20240.55,99503.06,0,0.0662,Healthcare,Chennai
TXN000832,CUST0354,20240228,Online Payment,Mobile,7185.87,88970.65,0,0.008,Food,San Antonio
TXN000833,CUST0904,20240604,EMI Payment,POS,23584.81,87201.58,0,0.0012,Travel,Pune
TXN000834,CUST0131,20230226,Debit,POS,17953.63,23503.68,0,0.0128,Entertainment,New York
TXN000835,CUST0393,20250223,Online Payment,ATM,2474.4,7088.41,0,0.0874,,Phoenix
TXN000836,CUST0120,20250505,Interest Credit,POS,42460.57,18135.14,0,0.141,,Phoenix
TXN000837,CUST0845,20231227,Online Payment,ATM,44847.42,19145.39,0,0.2307,Retail,Hyderabad
TXN000838,CUST0810,20240206,Credit,NEFT,20941.53,72765.44,0,0.1545,Entertainment,San Antonio
