loan_id,customer_id,product_id,disbursal_date_id,disbursal_amount,interest_rate,tenure_months,emi_amount,outstanding_balance,paid_instalments,days_past_due,loan_status,pd,lgd,ead,ecl,collateral_value
LOAN00434,CUST0091,PROD03,20230419,350547.61,12.65,84,6310.64,296667.16,8,30,Active,0.1986,0.4432,296667.16,26112.5,426422.96
LOAN00435,CUST0380,PROD04,20210906,160169.96,15.99,180,2351.3,103858.3,48,0,Active,0.041,0.652,103858.3,2776.34,77930.96
LOAN00436,CUST0816,PROD04,20220807,228827.32,8.71,180,2281.61,95168.07,98,0,Active,0.0317,0.6959,95168.07,2099.41,216994.56
LOAN00437,CUST0410,PROD03,20200129,396730.68,13.13,120,5954.07,282737.62,22,120,NPA,0.6884,0.3066,282737.62,59675.57,281056.84
LOAN00438,CUST0278,PROD03,20210209,251174.61,8.85,12,21948.12,74653.32,8,0,Active,0.0499,0.474,74653.32,1765.75,320849.35
LOAN00439,CUST0500,PROD01,20211224,38118.51,10.25,24,1763.38,13453.54,15,0,Active,0.0494,0.3866,13453.54,256.94,28046.09
LOAN00440,CUST0980,PROD03,20230717,172597.35,10.14,36,5580.58,40635.63,27,0,Active,0.0341,0.4493,40635.63,622.58,178253.67
LOAN00441,CUST0132,PROD03,20230303,36246.87,11.3,180,418.83,13216.38,106,120,NPA,0.7355,0.6641,13216.38,6455.48,49072.14
LOAN00442,CUST0650,PROD04,20240530,279722.9,12.41,60,6280.39,173592.43,21,120,NPA,0.7632,0.6126,173592.43,81160.77,240117.62
LOAN00443,CUST0934,PROD02,20231221,306646.62,14.41,360,3733.11,183243.63,127,0,Active,0.0511,0.3382,183243.63,3166.82,345065.91
LOAN00444,CUST0639,PROD03,20200615,248015.54,12.62,240,2838.81,12302.46,228,30,Active,0.1734,0.4558,12302.46,972.33,71868.1
LOAN00445,CUST0789,PROD03,20231228,185072.32,14.11,36,6335.23,27359.48,30,30,Active,0.1994,0.6299,27359.48,3436.41,133960.84
LOAN00446,CUST0150,PROD03,20211017,492715.86,12.64,180,6117.79,103580.85,137,60,Defaulted,0.3522,0.6695,103580.85,24424.15,447199.81
LOAN00447,CUST0303,PROD01,20240215,264133.58,11.79,48,6928.45,175891.01,15,0,Closed,0.01,0.4044,175891.01,711.3,57076.47
LOAN00448,CUST0026,PROD01,20230827,43961.29,11.45,120,616.82,1463.83,116,0,Active,0.0157,0.4777,1463.83,10.98,20711.51
LOAN00449,CUST0960,PROD03,20220722,102901.44,12.66,60,2323.45,62986.45,18,0,Closed,0.0124,0.6471,62986.45,505.41,85291.16
LOAN00450,CUST0378,PROD02,20211007,277312.92,12.85,120,4116.08,78909.72,82,0,Active,0.0761,0.5574,78909.72,3347.2,134779.97
LOAN00451,CUST0775,PROD05,20200321,32650.3,13.6,240,396.56,26034.78,33,120,NPA,0.6807,0.3409,26034.78,6041.39,8001.69
LOAN00452,CUST0731,PROD02,20200707,486298.12,10.37,84,8166.4,167015.33,52,0,Active,0.01,0.4665,167015.33,779.13,576065.37
LOAN00453,CUST0712,PROD02,20230127,408110.26,11.31,24,19079.93,344389.06,3,90,NPA,0.5227,0.3226,344389.06,58071.92,418428.47
LOAN00454,CUST0025,PROD01,20230809,241953.15,7.86,48,5890.9,0.0,48,0,Closed,0.0501,0.4292,0.0,0.0,274361.47
LOAN00455,CUST0687,PROD04,20200209,383940.65,11.68,240,4142.18,105659.8,171,0,Active,0.02,0.3144,105659.8,664.39,132175.02
LOAN00456,CUST0504,PROD01,20211216,292883.69,10.63,24,13600.42,210900.26,5,0,Active,0.0628,0.5491,210900.26,7272.57,116705.39
LOAN00457,CUST0384,PROD05,20220306,418237.06,13.91,36,14276.08,209158.69,16,0,Active,0.0119,0.4142,209158.69,1030.94,18078.81
LOAN00458,CUST0618,PROD05,20240425,106272.08,8.46,120,1315.35,61035.04,49,30,Active,0.2541,0.3801,61035.04,5894.97,90895.62
LOAN00459,CUST0766,PROD03,20240901,443892.82,14.45,48,12230.47,212598.53,23,30,Active,0.1896,0.6561,212598.53,26446.53,561676.77
LOAN00460,CUST0223,PROD05,20200218,11118.37,14.55,60,261.89,833.96,55,0,Closed,0.072,0.4832,833.96,29.01,6516.83
LOAN00461,CUST0772,PROD02,20221003,282610.78,9.93,180,3024.86,15364.67,170,0,Active,0.0884,0.6411,15364.67,870.77,262521.42
LOAN00462,CUST0878,PROD01,20210715,155206.04,10.74,12,13698.55,38575.73,9,0,Active,0.0646,0.6884,38575.73,1715.49,172708.58
LOAN00463,CUST0382,PROD01,20210727,328544.86,10.03,120,4347.2,312759.04,4,0,Active,0.093,0.6549,312759.04,19048.81,394528.2
LOAN00464,CUST0210,PROD01,20230727,440743.83,15.42,12,39868.2,312983.8,2,0,Active,0.087,0.5319,312983.8,14483.42,368535.54
LOAN00465,CUST0277,PROD01,20231210,242463.87,13.72,360,2819.24,167579.32,78,0,Active,0.01,0.473,167579.32,792.65,169373.71
LOAN00466,CUST0180,PROD01,20230327,330021.96,15.66,12,29890.1,210440.76,4,30,Active,0.1869,0.4069,210440.76,16003.94,332287.18
LOAN00467,CUST0987,PROD02,20210425,406125.19,15.96,180,5953.44,374072.33,11,90,NPA,0.5435,0.6809,374072.33,138432.63,297605.06
LOAN00468,CUST0238,PROD01,20210809,48765.92,10.62,84,825.28,12981.33,60,0,Closed,0.0726,0.5163,12981.33,486.58,23459.67
LOAN00469,CUST0655,PROD03,20220413,292204.84,10.66,36,9519.43,109669.0,22,0,Active,0.0889,0.5703,109669.0,5560.18,178753.0
LOAN00470,CUST0985,PROD04,20200626,130334.15,8.67,360,1017.9,60673.11,183,0,Active,0.068,0.6559,60673.11,2706.09,67145.63
LOAN00471,CUST0941,PROD02,20230511,272404.47,14.57,84,5191.02,202910.65,20,0,Closed,0.0792,0.6299,202910.65,10122.82,161951.34
LOAN00472,CUST0844,PROD04,20200817,274278.38,11.92,240,3004.76,90404.86,147,120,NPA,0.7331,0.3659,90404.86,24250.32,93302.23
LOAN00473,CUST0727,PROD03,20220928,166116.21,14.61,24,8023.67,83885.08,11,0,Active,0.0393,0.5308,83885.08,1749.88,186837.46
LOAN00474,CUST0705,PROD01,20210407,82072.08,13.4,180,1060.1,57624.08,48,90,NPA,0.5969,0.62,57624.08,21325.4,60963.5
LOAN00475,CUST0938,PROD01,20231124,124707.51,10.95,60,2708.33,14655.4,52,30,Active,0.2618,0.3764,14655.4,1444.17,3034.13
LOAN00476,CUST0303,PROD01,20210228,414690.02,13.28,36,14028.54,327334.22,4,180,NPA,0.95,0.443,327334.22,137758.61,250680.62
LOAN00477,CUST0715,PROD05,20210906,196934.92,9.27,84,3195.55,66317.04,54,120,NPA,0.7302,0.5373,66317.04,26018.59,200612.9
LOAN00478,CUST0033,PROD04,20211016,20364.96,13.46,84,375.59,8170.91,49,60,Defaulted,0.3756,0.5348,8170.91,1641.3,26901.17
LOAN00479,CUST0972,PROD04,20200225,24142.43,11.64,120,341.37,868.15,115,0,Active,0.0245,0.6323,868.15,13.45,22861.63
LOAN00480,CUST0097,PROD04,20220216,124482.43,15.86,84,2462.56,106513.2,4,0,Closed,0.0451,0.5455,106513.2,2620.44,17730.11
LOAN00481,CUST0701,PROD02,20230430,468091.4,11.28,12,41431.85,136867.58,8,0,Active,0.0801,0.5143,136867.58,5638.32,508579.61
LOAN00482,CUST0260,PROD05,20200828,248094.01,15.17,240,3298.08,166817.88,75,0,Active,0.0427,0.5747,166817.88,4093.66,360442.68
LOAN00483,CUST0079,PROD02,20220914,128276.12,10.79,180,1441.11,9132.94,167,60,Defaulted,0.3377,0.3731,9132.94,1150.71,65434.37
LOAN00484,CUST0700,PROD05,20240927,118222.6,11.28,180,1364.57,651.67,179,0,Active,0.0132,0.6915,651.67,5.95,107323.54
LOAN00485,CUST0025,PROD04,20221013,398196.99,11.15,84,6849.55,79350.74,67,0,Active,0.0419,0.3134,79350.74,1041.99,260594.72
LOAN00486,CUST0719,PROD04,20200517,48185.26,14.96,24,2335.43,5442.8,21,0,Closed,0.0907,0.6502,5442.8,320.98,8746.41
LOAN00487,CUST0166,PROD01,20230314,333997.27,11.29,36,10980.57,16811.15,34,0,Active,0.079,0.3742,16811.15,496.97,207039.45
LOAN00488,CUST0574,PROD01,20210420,77956.68,8.63,48,1926.29,5902.66,44,0,Active,0.01,0.5098,5902.66,30.09,31091.56
LOAN00489,CUST0544,PROD01,20210913,163166.95,9.57,36,5232.06,26383.66,30,0,Active,0.0479,0.3396,26383.66,429.18,94928.3
LOAN00490,CUST0649,PROD05,20241024,77325.64,8.58,24,3517.72,22471.1,16,60,Defaulted,0.3811,0.6959,22471.1,5959.5,8419.61
LOAN00491,CUST0169,PROD02,20230707,420686.62,10.57,120,5693.04,314204.05,28,0,Closed,0.01,0.4282,314204.05,1345.42,249022.61
LOAN00492,CUST0198,PROD03,20220311,305186.07,14.87,180,4244.2,231334.3,32,120,NPA,0.7176,0.4626,231334.3,76794.14,399124.41
LOAN00493,CUST0651,PROD02,20210509,263022.95,11.73,360,2650.95,215241.48,38,0,Active,0.01,0.6567,215241.48,1413.49,57429.93
LOAN00494,CUST0657,PROD01,20220126,199667.33,11.45,60,4386.19,29890.25,51,0,Closed,0.0605,0.6677,29890.25,1207.44,256186.83
LOAN00495,CUST0482,PROD05,20220925,379921.77,14.64,120,6045.98,135957.96,75,120,NPA,0.7272,0.5644,135957.96,55801.45,327105.87
LOAN00496,CUST0481,PROD03,20200705,487737.19,12.03,180,5863.08,58875.87,157,0,Active,0.0271,0.4156,58875.87,663.1,375692.67
LOAN00497,CUST0321,PROD03,20210505,99676.96,15.76,360,1321.14,70646.43,98,0,Active,0.0264,0.4695,70646.43,875.65,98547.29
LOAN00498,CUST0787,PROD05,20240530,402110.99,13.35,36,13616.6,255492.08,12,0,Active,0.0321,0.6192,255492.08,5078.24,350891.52
LOAN00499,CUST0178,PROD01,20240123,321104.7,9.25,60,6704.63,50574.88,50,0,Closed,0.081,0.45,50574.88,1843.45,188631.46
LOAN00500,CUST0735,PROD03,20230309,271017.26,8.74,180,2707.08,32401.9,155,0,Active,0.0551,0.4572,32401.9,816.26,27052.84
LOAN00501,CUST0832,PROD03,20221010,467701.75,12.18,180,5667.48,264858.08,70,0,Active,0.0982,0.5512,264858.08,14336.2,343451.82
LOAN00502,CUST0111,PROD04,20220614,160005.28,8.69,120,2000.13,126592.21,15,60,Defaulted,0.3388,0.6389,126592.21,27402.06,66567.64
LOAN00503,CUST0562,PROD05,20210703,393015.97,15.37,36,13695.35,86535.62,27,90,NPA,0.5567,0.3039,86535.62,14640.19,199026.76
LOAN00504,CUST0640,PROD03,20210805,124136.73,9.37,120,1597.48,41617.34,77,0,Active,0.0841,0.3607,41617.34,1262.46,103103.67
LOAN00505,CUST0325,PROD02,20201217,105554.9,12.74,120,1559.9,75971.09,20,30,Active,0.2645,0.4079,75971.09,8196.49,76990.23
LOAN00506,CUST0098,PROD02,20240927,114381.88,11.41,120,1602.27,92834.71,21,120,NPA,0.6946,0.3013,92834.71,19428.72,115153.09
LOAN00507,CUST0446,PROD05,20241029,425546.82,11.29,360,4146.1,247459.39,118,0,Closed,0.0443,0.5957,247459.39,6530.33,245418.5
LOAN00508,CUST0630,PROD04,20200217,383702.64,9.24,240,3511.72,100423.78,172,60,Defaulted,0.3857,0.4288,100423.78,16608.9,287219.93
LOAN00509,CUST0631,PROD04,20240912,305244.2,10.67,180,3406.41,0.0,180,90,NPA,0.5683,0.3674,0.0,0.0,184980.87
LOAN00510,CUST0224,PROD03,20211224,140700.18,13.58,120,2149.21,5186.18,115,30,Active,0.2136,0.3097,5186.18,343.08,197388.04
LOAN00511,CUST0250,PROD01,20220715,197490.59,10.43,12,17402.08,84237.06,6,0,Active,0.0424,0.4749,84237.06,1696.18,103158.24
LOAN00512,CUST0276,PROD03,20210616,83258.61,9.36,180,862.39,13575.45,149,0,Closed,0.0846,0.6917,13575.45,794.41,45530.62
LOAN00513,CUST0779,PROD02,20200703,50726.51,13.41,36,1719.21,41270.86,3,0,Active,0.0149,0.3567,41270.86,219.35,33167.05
LOAN00514,CUST0892,PROD02,20210414,159241.18,11.92,120,2277.29,118435.9,29,30,Active,0.2239,0.6132,118435.9,16260.71,208246.35
LOAN00515,CUST0888,PROD02,20210813,237772.94,11.1,240,2470.47,173689.65,42,60,Defaulted,0.3529,0.585,173689.65,35857.62,24032.46
LOAN00516,CUST0104,PROD03,20240731,269306.9,14.12,36,9219.98,7212.41,35,30,Active,0.1819,0.6729,7212.41,882.8,99231.46
LOAN00517,CUST0009,PROD03,20241017,384343.07,11.86,36,12740.01,345693.04,1,90,NPA,0.5394,0.3668,345693.04,68396.03,270423.91
LOAN00518,CUST0867,PROD02,20210510,417968.56,12.38,360,4421.92,232693.14,142,0,Closed,0.0713,0.3648,232693.14,6052.4,379940.16
LOAN00519,CUST0044,PROD01,20220211,5283.83,11.42,36,174.04,698.37,31,0,Active,0.0404,0.51,698.37,14.39,7625.4
LOAN00520,CUST0966,PROD05,20211225,290848.58,14.62,360,3589.39,119005.49,207,0,Active,0.0503,0.4999,119005.49,2992.39,351129.3
LOAN00521,CUST0212,PROD01,20230513,421763.28,8.48,84,6675.01,145791.25,52,0,Active,0.0487,0.6001,145791.25,4260.73,136379.54
LOAN00522,CUST0794,PROD02,20220710,396309.53,13.87,360,4655.01,29870.5,332,0,Active,0.0901,0.6615,29870.5,1780.32,150351.88
LOAN00523,CUST0409,PROD04,20231230,188925.73,9.24,180,1943.28,140768.97,33,0,Closed,0.0897,0.6691,140768.97,8448.71,83718.12
LOAN00524,CUST0055,PROD03,20220810,444088.03,14.91,120,7140.24,386025.88,9,0,Active,0.0477,0.6736,386025.88,12403.29,578621.64
LOAN00525,CUST0491,PROD01,20211222,100772.25,15.34,84,1963.85,64367.65,21,0,Closed,0.0562,0.324,64367.65,1172.06,77016.21
LOAN00526,CUST0646,PROD05,20220130,226937.54,10.34,12,19987.32,52141.38,9,30,Active,0.1952,0.3204,52141.38,3261.03,175989.22
LOAN00527,CUST0127,PROD04,20240402,219537.05,11.87,180,2616.48,11792.75,170,30,Active,0.2233,0.3269,11792.75,860.83,318810.43
LOAN00528,CUST0956,PROD04,20211107,367067.67,12.9,180,4620.17,255870.15,36,120,NPA,0.676,0.4536,255870.15,78458.39,217156.91
LOAN00529,CUST0043,PROD01,20210912,477012.03,9.15,12,41748.59,104829.31,9,60,Defaulted,0.4216,0.4708,104829.31,20807.49,406547.93
LOAN00530,CUST0939,PROD02,20200102,85878.76,7.82,24,3877.02,3300.61,23,0,Active,0.0981,0.6699,3300.61,216.91,63569.46
LOAN00531,CUST0082,PROD04,20240720,310315.19,15.83,84,6133.49,88071.91,60,0,Active,0.0889,0.6258,88071.91,4899.76,153885.24
LOAN00532,CUST0681,PROD03,20221214,335537.17,14.6,36,11565.89,26630.19,33,60,Defaulted,0.4112,0.3981,26630.19,4359.33,410159.89
LOAN00533,CUST0445,PROD04,20210711,470270.32,10.05,84,7819.2,158457.97,51,0,Closed,0.0258,0.6296,158457.97,2573.94,391509.98
LOAN00534,CUST0865,PROD02,20210524,453061.46,15.37,180,6456.2,4688.34,178,0,Closed,0.0419,0.4325,4688.34,84.96,55134.77
LOAN00535,CUST0167,PROD05,20220912,388608.19,15.37,24,18910.69,340888.74,1,60,Defaulted,0.3487,0.4893,340888.74,58162.07,17834.5
LOAN00536,CUST0961,PROD03,20200830,121662.75,14.97,60,2892.43,58167.13,31,0,Active,0.043,0.394,58167.13,985.47,44389.12
LOAN00537,CUST0824,PROD02,20211119,301001.17,12.54,36,10075.36,224229.72,5,0,Closed,0.015,0.4714,224229.72,1585.53,404808.03
LOAN00538,CUST0957,PROD02,20200415,238248.03,7.78,12,20700.6,158443.7,4,0,Active,0.0827,0.4429,158443.7,5803.45,204415.83
LOAN00539,CUST0042,PROD02,20210926,54485.8,15.97,84,1081.27,47914.33,10,30,Active,0.2488,0.3769,47914.33,4493.06,13888.52
LOAN00540,CUST0401,PROD04,20200808,298718.23,12.73,60,6755.54,115705.11,33,30,Active,0.1805,0.4849,115705.11,10127.03,381939.09
LOAN00541,CUST0162,PROD05,20200715,305209.38,13.36,180,3934.22,265107.5,8,0,Active,0.0473,0.481,265107.5,6031.54,435703.75
LOAN00542,CUST0314,PROD03,20230831,211894.95,15.41,120,3472.0,33472.53,101,0,Active,0.0241,0.3595,33472.53,290.0,49335.21
LOAN00543,CUST0082,PROD01,20230418,78101.59,15.98,24,3823.35,56779.79,4,0,Closed,0.0688,0.5317,56779.79,2077.06,84190.45
LOAN00544,CUST0446,PROD04,20200908,366043.33,10.07,240,3549.39,79319.27,181,0,Active,0.0157,0.3766,79319.27,468.98,36268.68
LOAN00545,CUST0033,PROD03,20220308,407196.81,11.44,36,13416.11,120384.86,25,90,NPA,0.545,0.6263,120384.86,41091.39,455214.23
LOAN00546,CUST0725,PROD04,20230910,479242.23,13.89,84,8951.91,296206.3,23,60,Defaulted,0.4288,0.4663,296206.3,59226.28,350010.4
LOAN00547,CUST0343,PROD02,20200327,123811.57,12.63,36,4149.67,64436.44,17,30,Active,0.2085,0.6083,64436.44,8172.51,117287.56
LOAN00548,CUST0729,PROD03,20240626,189646.83,7.52,360,1328.64,57488.32,247,180,NPA,0.95,0.3591,57488.32,19611.85,193540.96
LOAN00549,CUST0879,PROD05,20210714,198391.64,11.99,240,2183.08,69293.56,151,30,Active,0.2102,0.6799,69293.56,9903.09,238153.13
LOAN00550,CUST0466,PROD05,20230125,271702.16,13.92,60,6310.77,234456.44,2,0,Active,0.0965,0.3251,234456.44,7355.4,338086.92
LOAN00551,CUST0428,PROD04,20230531,119317.89,10.18,360,1063.01,16982.66,302,0,Closed,0.0852,0.6267,16982.66,906.79,119633.88
LOAN00552,CUST0594,PROD03,20220319,7121.08,9.45,60,149.38,5420.19,14,0,Active,0.043,0.6835,5420.19,159.3,8570.84
LOAN00553,CUST0281,PROD05,20240725,470258.87,7.64,240,3828.73,35018.64,222,60,Defaulted,0.3973,0.4225,35018.64,5878.2,423405.78
LOAN00554,CUST0053,PROD04,20230403,269374.55,12.2,48,7120.15,225094.36,7,120,NPA,0.7056,0.5903,225094.36,93755.33,71614.59
LOAN00555,CUST0672,PROD02,20200130,44440.06,13.0,120,663.54,18640.06,61,0,Closed,0.0258,0.563,18640.06,270.75,44782.97
LOAN00556,CUST0426,PROD02,20220523,365935.09,10.57,48,9381.55,0.0,48,0,Active,0.0549,0.3274,0.0,0.0,539468.98
LOAN00557,CUST0895,PROD01,20241013,477024.84,8.06,12,41508.88,0.0,12,120,NPA,0.7632,0.3453,0.0,0.0,322915.95
LOAN00558,CUST0125,PROD05,20240417,235322.13,8.54,240,2048.14,63741.6,171,60,Defaulted,0.369,0.3368,63741.6,7921.76,62265.72
LOAN00559,CUST0826,PROD02,20230121,364031.05,15.24,60,8706.2,123672.16,39,60,Defaulted,0.342,0.3254,123672.16,13763.08,79620.66
LOAN00560,CUST0165,PROD05,20240727,101114.37,15.92,240,1400.69,18707.24,193,0,Closed,0.0793,0.473,18707.24,701.69,122440.66
LOAN00561,CUST0795,PROD04,20210310,99121.12,12.92,36,3335.96,87792.29,4,30,Active,0.2501,0.6735,87792.29,14787.94,116085.53
LOAN00562,CUST0571,PROD04,20220304,323051.05,9.19,84,5228.8,259906.48,5,0,Active,0.01,0.5658,259906.48,1470.55,180522.89
LOAN00563,CUST0347,PROD04,20240315,484943.95,14.83,12,43731.33,386792.56,1,0,Active,0.0766,0.5372,386792.56,15916.33,344380.38
LOAN00564,CUST0567,PROD05,20240126,64277.76,14.39,84,1218.46,2060.47,81,0,Closed,0.0293,0.6435,2060.47,38.85,5294.53
LOAN00565,CUST0308,PROD02,20231126,408768.21,15.99,60,9938.28,263945.86,17,0,Active,0.0531,0.33,263945.86,4625.12,189087.06
LOAN00566,CUST0308,PROD04,20200216,490720.66,10.29,12,43208.36,35330.31,11,0,Active,0.06,0.34,35330.31,720.74,83452.58
LOAN00567,CUST0999,PROD03,20240421,162564.31,8.55,84,2578.54,18772.91,73,60,Defaulted,0.3565,0.4106,18772.91,2747.96,205188.8
LOAN00568,CUST0564,PROD05,20241025,406730.67,12.17,24,19178.53,99704.44,18,0,Closed,0.0658,0.3402,99704.44,2231.9,246265.12
LOAN00569,CUST0954,PROD01,20210930,51018.9,10.33,120,683.58,9482.29,94,0,Closed,0.0588,0.3427,9482.29,191.08,36502.27
LOAN00570,CUST0481,PROD03,20220411,57911.01,8.85,240,515.47,0.0,240,60,Defaulted,0.3415,0.3674,0.0,0.0,56331.7
LOAN00571,CUST0583,PROD01,20230715,237806.26,13.69,12,21317.27,173480.74,2,180,NPA,0.95,0.5039,173480.74,83046.1,353016.32
LOAN00572,CUST0006,PROD05,20241127,290461.92,13.7,60,6713.45,29757.47,53,0,Active,0.0211,0.5668,29757.47,355.88,83858.59
LOAN00573,CUST0541,PROD03,20211206,205237.69,12.52,36,6867.91,91372.23,18,30,Active,0.2556,0.5828,91372.23,13611.14,78503.2
LOAN00574,CUST0620,PROD04,20200103,205744.76,9.12,24,9410.73,130811.83,8,0,Closed,0.058,0.6869,130811.83,5211.57,76777.81
LOAN00575,CUST0729,PROD01,20210417,373715.67,13.72,48,10159.92,35394.29,43,180,NPA,0.95,0.345,35394.29,11600.48,1579.51
LOAN00576,CUST0216,PROD01,20240826,209611.14,10.4,12,18467.17,76128.81,7,30,Active,0.2452,0.6475,76128.81,12086.74,102220.52
LOAN00577,CUST0421,PROD04,20230912,341755.69,11.27,240,3590.57,263390.24,51,0,Active,0.0188,0.5663,263390.24,2804.17,485343.57
LOAN00578,CUST0249,PROD04,20220928,221538.16,9.64,60,4667.89,112041.94,27,0,Closed,0.01,0.4835,112041.94,541.72,96061.02
LOAN00579,CUST0424,PROD01,20210811,145305.86,9.01,36,4621.36,133824.53,0,60,Defaulted,0.3399,0.4818,133824.53,21915.62,66084.17
LOAN00580,CUST0230,PROD04,20210215,420536.64,15.69,60,10157.5,263430.85,17,0,Closed,0.01,0.3938,263430.85,1037.39,306509.75
LOAN00581,CUST0225,PROD05,20221109,59363.08,13.63,36,2018.24,4393.96,33,0,Closed,0.0516,0.4241,4393.96,96.16,35948.63
LOAN00582,CUST0065,PROD05,20200807,449893.96,9.64,48,11332.85,298062.23,15,30,Active,0.2223,0.5454,298062.23,36137.79,539194.3
LOAN00583,CUST0543,PROD02,20230709,488838.61,7.53,180,4539.93,427309.14,5,30,Active,0.2221,0.5272,427309.14,50034.11,1070.94
LOAN00584,CUST0199,PROD02,20200810,361835.98,11.11,60,7887.06,93661.39,44,0,Active,0.067,0.6843,93661.39,4294.2,306773.05
LOAN00585,CUST0366,PROD01,20220217,314186.52,15.07,180,4412.39,145078.14,83,0,Active,0.0241,0.4334,145078.14,1515.33,107252.76
LOAN00586,CUST0981,PROD05,20200203,56080.25,15.12,24,2722.34,36212.36,7,0,Active,0.0535,0.5954,36212.36,1153.5,8632.03
LOAN00587,CUST1000,PROD05,20220622,114262.42,9.32,36,3650.56,35671.68,23,0,Closed,0.0409,0.6965,35671.68,1016.17,110209.4
LOAN00588,CUST0912,PROD04,20210304,173703.07,9.51,24,7976.29,131323.55,3,0,Active,0.0746,0.6753,131323.55,6615.74,62848.38
LOAN00589,CUST0488,PROD03,20230113,330362.03,13.41,36,11196.55,326706.32,0,0,Closed,0.0796,0.655,326706.32,17033.81,49600.66
LOAN00590,CUST0516,PROD05,20210414,142446.63,11.13,360,1370.56,71308.81,178,60,Defaulted,0.389,0.3657,71308.81,10144.2,157880.87
LOAN00591,CUST0643,PROD05,20200213,100309.59,14.49,60,2359.59,73875.63,14,30,Active,0.1863,0.3836,73875.63,5279.5,19955.82
LOAN00592,CUST0472,PROD01,20230917,116684.46,8.64,180,1158.63,93236.87,30,30,Active,0.2033,0.6026,93236.87,11422.32,133211.52
LOAN00593,CUST0855,PROD04,20201111,417641.74,8.85,24,19051.12,177736.51,12,0,Active,0.0684,0.6572,177736.51,7989.7,67986.49
LOAN00594,CUST0783,PROD02,20210309,81101.15,8.42,24,3683.54,54858.86,7,0,Closed,0.0714,0.6535,54858.86,2559.71,64580.74
LOAN00595,CUST0923,PROD05,20230414,443762.16,8.84,84,7103.74,39301.57,76,0,Closed,0.0425,0.5444,39301.57,909.32,528997.69
LOAN00596,CUST0286,PROD03,20210616,111002.82,13.73,360,1291.56,94908.69,10,0,Closed,0.0465,0.3364,94908.69,1484.62,96805.98
LOAN00597,CUST0816,PROD02,20200420,369816.77,12.04,48,9745.96,295039.81,7,0,Active,0.0712,0.6267,295039.81,13164.98,29307.07
LOAN00598,CUST0185,PROD05,20241128,400476.73,9.54,48,10068.88,347762.38,3,30,Active,0.2551,0.3966,347762.38,35184.05,331761.31
LOAN00599,CUST0348,PROD05,20230105,133530.82,10.32,24,6181.51,108406.61,4,0,Active,0.0838,0.3559,108406.61,3233.16,158239.66
LOAN00600,CUST0716,PROD01,20221126,314295.82,8.11,36,9864.85,15051.69,34,60,Defaulted,0.3794,0.5725,15051.69,3269.32,468026.65
LOAN00601,CUST0346,PROD01,20200308,391123.54,14.09,12,35134.42,27822.93,11,60,Defaulted,0.3364,0.429,27822.93,4015.28,444448.46
LOAN00602,CUST0828,PROD05,20200615,345538.42,11.59,24,16199.61,276902.74,3,90,NPA,0.5648,0.3229,276902.74,50499.84,326972.31
LOAN00603,CUST0992,PROD05,20200222,494259.44,10.16,36,15985.52,385891.68,7,0,Active,0.0292,0.3637,385891.68,4098.19,404631.84
LOAN00604,CUST0152,PROD05,20230930,272306.61,9.94,360,2377.62,69398.88,267,0,Active,0.0763,0.5006,69398.88,2650.74,321992.98
LOAN00605,CUST0322,PROD04,20220818,256036.13,11.47,12,22685.07,240643.69,0,0,Active,0.0246,0.4381,240643.69,2593.48,131150.34
LOAN00606,CUST0371,PROD05,20210717,79229.51,10.71,240,802.22,61086.74,31,0,Active,0.0228,0.4287,61086.74,597.08,78594.55
LOAN00607,CUST0375,PROD03,20240809,393644.25,10.69,36,12829.7,346822.14,2,0,Active,0.0407,0.3962,346822.14,5592.62,355521.29
LOAN00608,CUST0629,PROD05,20220731,180763.15,15.99,360,2429.37,19903.27,319,180,NPA,0.95,0.5103,19903.27,9648.81,34100.97
LOAN00609,CUST0063,PROD03,20240630,464428.61,14.85,12,41885.68,301951.27,4,0,Active,0.0529,0.302,301951.27,4823.91,435804.77
LOAN00610,CUST0265,PROD02,20230126,251731.38,15.41,180,3594.16,59011.1,132,30,Active,0.1854,0.5591,59011.1,6116.92,150928.84
LOAN00611,CUST0249,PROD02,20231010,75042.97,10.9,24,3494.11,8388.61,21,0,Active,0.0669,0.5922,8388.61,332.34,45885.91
LOAN00612,CUST0163,PROD01,20210512,379457.33,8.61,120,4727.08,84890.8,92,0,Active,0.031,0.6113,84890.8,1608.71,46769.03
LOAN00613,CUST0895,PROD01,20240810,149354.53,15.85,120,2487.94,77189.6,49,120,NPA,0.704,0.4162,77189.6,22616.92,195684.37
LOAN00614,CUST0192,PROD04,20240603,361956.44,10.64,48,9291.8,100553.65,34,0,Closed,0.0911,0.3093,100553.65,2833.32,45936.0
LOAN00615,CUST0387,PROD03,20220422,432226.67,11.86,60,9584.09,53570.36,52,120,NPA,0.6689,0.3903,53570.36,13985.7,70646.49
LOAN00616,CUST0248,PROD05,20231129,261779.72,14.56,240,3362.29,166835.0,70,180,NPA,0.95,0.6327,166835.0,100278.68,24160.99
LOAN00617,CUST0705,PROD03,20200317,344979.59,7.99,60,6993.29,30831.05,54,0,Active,0.097,0.6296,30831.05,1882.89,100559.27
LOAN00618,CUST0539,PROD03,20230417,442322.72,8.54,84,7013.74,286331.94,28,60,Defaulted,0.3423,0.5845,286331.94,57287.68,301715.35
