deposit_id,customer_id,product_id,open_date_id,balance,interest_rate,tenure_months,maturity_date,is_active,interest_earned_ytd,branch_code
DEP00286,CUST0634,PROD07,20230827,248217.4,7.17,36,2026-08-11,0,12027.56,BR028
DEP00287,CUST0726,PROD09,20220820,75944.79,7.36,36,2025-08-04,0,3007.82,BR009
DEP00288,CUST0077,PROD06,20220708,162747.03,3.39,6,2023-01-04,1,653.33,BR014
DEP00289,CUST0716,PROD06,20240608,92907.54,2.87,36,2027-05-24,0,2586.12,BR010
DEP00290,CUST0291,PROD09,20240705,243669.16,4.22,3,2024-10-03,0,4233.65,BR005
DEP00291,CUST0448,PROD07,20230430,44881.52,7.49,12,2024-04-24,1,2093.75,BR021
DEP00292,CUST0717,PROD07,20210325,139110.0,3.02,24,2023-03-15,1,3426.15,BR033
DEP00293,CUST0591,PROD07,20220219,162202.0,7.35,36,2025-02-03,1,9529.84,BR030
DEP00294,CUST0563,PROD09,20221122,5824.76,6.92,36,2025-11-06,1,139.78,BR042
DEP00295,CUST0898,PROD07,20211222,225994.88,4.78,36,2024-12-06,1,1849.03,BR040
DEP00296,CUST0617,PROD08,20230331,59198.53,6.6,36,2026-03-15,0,2787.81,BR038
DEP00297,CUST0192,PROD06,20230825,48196.71,3.75,36,2026-08-09,0,1351.78,BR023
DEP00298,CUST0008,PROD09,20241016,249166.7,2.52,12,2025-10-11,1,662.54,BR036
DEP00299,CUST0565,PROD08,20230305,70996.88,5.39,24,2025-02-22,0,1063.98,BR023
DEP00300,CUST0468,PROD09,20221030,104329.08,7.29,3,2023-01-28,1,2387.49,BR001
DEP00301,CUST0832,PROD08,20230331,89921.54,5.55,60,2028-03-04,1,2980.42,BR048
DEP00302,CUST0368,PROD08,20240312,43243.07,7.0,24,2026-03-02,1,1219.83,BR013
DEP00303,CUST0837,PROD07,20231220,9124.96,4.14,0,,1,137.79,BR038
DEP00304,CUST0424,PROD07,20230912,172346.75,3.05,36,2026-08-27,1,648.23,BR027
DEP00305,CUST0510,PROD08,20211202,27260.04,3.65,60,2026-11-06,0,304.91,BR049
DEP00306,CUST0365,PROD06,20241013,84126.07,2.65,0,,0,699.16,BR010
DEP00307,CUST0145,PROD07,20210618,34009.89,6.83,12,2022-06-13,0,2047.7,BR003
DEP00308,CUST0727,PROD07,20240818,169768.21,3.58,60,2029-07-23,1,1373.16,BR006
DEP00309,CUST0452,PROD06,20240610,218364.23,6.58,36,2027-05-26,1,6005.61,BR020
DEP00310,CUST0691,PROD09,20240228,170656.6,6.25,3,2024-05-28,1,1744.38,BR011
DEP00311,CUST0452,PROD08,20230405,106066.34,6.29,12,2024-03-30,1,1089.45,BR020
DEP00312,CUST0621,PROD07,20210503,247637.82,3.03,0,,0,1844.17,BR016
DEP00313,CUST0056,PROD09,20240208,191828.63,6.41,24,2026-01-28,1,8681.11,BR002
DEP00314,CUST0028,PROD07,20240725,231980.91,2.98,60,2029-06-29,1,2206.01,BR027
DEP00315,CUST0305,PROD08,20240104,23623.54,2.69,0,,1,102.28,BR010
DEP00316,CUST0312,PROD06,20231217,63580.36,5.22,12,2024-12-11,1,734.29,BR017
DEP00317,CUST0996,PROD09,20200508,106440.66,5.25,24,2022-04-28,0,3785.27,BR041
DEP00318,CUST0197,PROD07,20240404,16525.6,5.34,24,2026-03-25,0,772.77,BR001
DEP00319,CUST0215,PROD07,20200212,70386.02,5.72,36,2023-01-27,0,1329.54,BR047
DEP00320,CUST0210,PROD08,20210917,32862.47,2.72,6,2022-03-16,1,789.91,BR002
DEP00321,CUST0302,PROD09,20200104,16876.13,5.65,0,,1,200.01,BR022
DEP00322,CUST0376,PROD08,20240306,114076.14,4.02,0,,0,3594.65,BR010
DEP00323,CUST0702,PROD07,20231022,58389.35,7.3,12,2024-10-16,0,926.78,BR006
DEP00324,CUST0501,PROD09,20240615,195385.39,6.05,60,2029-05-20,0,8792.12,BR030
DEP00325,CUST0503,PROD09,20220902,184019.71,7.09,60,2027-08-07,1,3861.44,BR031
DEP00326,CUST0476,PROD06,20200920,197563.57,5.53,0,,1,7136.95,BR042
DEP00327,CUST0652,PROD07,20200326,69794.88,4.88,0,,1,1447.96,BR038
DEP00328,CUST0259,PROD08,20211130,184946.33,4.55,24,2023-11-20,1,5727.96,BR030
DEP00329,CUST0849,PROD07,20210728,28810.57,5.28,36,2024-07-12,1,834.78,BR038
DEP00330,CUST0674,PROD09,20240514,78268.76,5.89,3,2024-08-12,1,1904.18,BR032
DEP00331,CUST0825,PROD08,20221110,83197.16,3.46,24,2024-10-30,1,2275.57,BR035
DEP00332,CUST0653,PROD08,20210503,165587.88,6.1,0,,1,9196.58,BR020
DEP00333,CUST0616,PROD07,20240420,59266.8,3.41,0,,1,659.85,BR027
DEP00334,CUST0234,PROD08,20241001,105408.9,4.78,3,2024-12-30,1,3854.45,BR041
DEP00335,CUST0077,PROD08,20210207,114929.79,5.78,3,2021-05-08,1,4770.33,BR023
DEP00336,CUST0368,PROD08,20240112,84475.64,3.6,6,2024-07-10,1,1077.09,BR049
DEP00337,CUST0870,PROD06,20220710,189831.76,7.09,36,2025-06-24,0,6869.9,BR045
DEP00338,CUST0991,PROD07,20230812,179093.92,6.15,60,2028-07-16,1,8657.85,BR003
DEP00339,CUST0759,PROD06,20220721,195016.69,5.9,0,,1,1374.94,BR049
DEP00340,CUST0634,PROD08,20221009,190073.7,2.84,0,,1,1973.22,BR007
DEP00341,CUST0705,PROD09,20220121,167332.3,5.19,0,,1,1609.25,BR002
DEP00342,CUST0976,PROD08,20230204,107167.08,4.92,24,2025-01-24,0,1747.35,BR018
DEP00343,CUST0153,PROD09,20200915,192512.93,4.0,12,2021-09-10,1,5591.61,BR037
DEP00344,CUST0562,PROD09,20220820,20999.98,6.53,0,,0,712.5,BR001
DEP00345,CUST0237,PROD07,20201117,81911.76,6.38,36,2023-11-02,1,3625.01,BR015
DEP00346,CUST0805,PROD06,20220807,61446.35,4.04,12,2023-08-02,0,1974.55,BR037
DEP00347,CUST0629,PROD09,20230908,223089.46,5.5,60,2028-08-12,1,9561.78,BR041
DEP00348,CUST0795,PROD06,20210618,199624.67,3.64,0,,0,3619.21,BR039
DEP00349,CUST0900,PROD07,20210618,101283.85,5.37,6,2021-12-15,0,653.21,BR034
DEP00350,CUST0125,PROD06,20231024,48316.5,2.97,12,2024-10-18,1,460.0,BR016
DEP00351,CUST0086,PROD08,20220101,172490.27,6.58,0,,1,2831.18,BR024
DEP00352,CUST0609,PROD06,20240730,118920.07,2.61,6,2025-01-26,1,2834.33,BR030
DEP00353,CUST0278,PROD07,20240201,210797.53,4.27,12,2025-01-26,0,3298.13,BR045
DEP00354,CUST0339,PROD07,20220217,34949.05,2.96,36,2025-02-01,1,294.78,BR005
DEP00355,CUST0842,PROD08,20210612,27750.57,2.83,24,2023-06-02,1,530.95,BR002
DEP00356,CUST0389,PROD06,20220928,26063.96,6.19,36,2025-09-12,1,237.94,BR003
DEP00357,CUST0370,PROD07,20201227,19309.15,5.87,6,2021-06-25,1,773.07,BR028
DEP00358,CUST0803,PROD09,20230901,246590.05,3.72,60,2028-08-05,1,7656.57,BR036
DEP00359,CUST0272,PROD07,20211009,193851.23,3.1,60,2026-09-13,0,1188.66,BR044
DEP00360,CUST0321,PROD08,20210707,183772.28,4.57,36,2024-06-21,1,4875.64,BR022
DEP00361,CUST0323,PROD07,20220617,190915.58,7.48,6,2022-12-14,1,6587.99,BR009
DEP00362,CUST0738,PROD08,20200502,133697.46,3.85,24,2022-04-22,1,4996.73,BR012
DEP00363,CUST0819,PROD07,20200930,49115.98,5.28,24,2022-09-20,1,2185.99,BR033
DEP00364,CUST0058,PROD07,20231003,184334.01,5.64,36,2026-09-17,1,5792.74,BR002
DEP00365,CUST0345,PROD06,20240708,124211.42,2.73,12,2025-07-03,1,2127.22,BR041
DEP00366,CUST0841,PROD09,20240713,53348.74,3.8,60,2029-06-17,1,1866.82,BR023
DEP00367,CUST0186,PROD08,20231212,175457.36,4.96,12,2024-12-06,1,3104.66,BR018
DEP00368,CUST0580,PROD09,20210625,198683.76,3.73,6,2021-12-22,0,2624.06,BR004
DEP00369,CUST0050,PROD09,20200118,96939.76,5.16,24,2022-01-07,1,2256.73,BR035
DEP00370,CUST0445,PROD07,20240228,168063.12,4.32,6,2024-08-26,1,3972.53,BR038
DEP00371,CUST0234,PROD08,20230827,216403.25,5.77,12,2024-08-21,1,7798.16,BR009
DEP00372,CUST0125,PROD06,20240929,63913.84,4.84,60,2029-09-03,1,1014.5,BR023
DEP00373,CUST0749,PROD07,20230520,109048.44,2.96,12,2024-05-14,1,1988.84,BR040
DEP00374,CUST0875,PROD07,20201016,210680.61,6.22,12,2021-10-11,1,6504.0,BR010
DEP00375,CUST0407,PROD07,20220108,167272.99,6.96,0,,0,4272.5,BR008
DEP00376,CUST0703,PROD09,20240503,14664.54,3.16,0,,1,358.93,BR045
DEP00377,CUST0796,PROD08,20210519,168659.65,5.49,24,2023-05-09,1,8823.87,BR010
DEP00378,CUST0471,PROD08,20201114,171576.93,3.71,0,,0,4025.4,BR017
DEP00379,CUST0584,PROD09,20240126,66009.58,7.13,6,2024-07-24,1,3483.4,BR023
DEP00380,CUST0863,PROD09,20240210,127014.96,3.08,12,2025-02-04,1,2946.11,BR032
DEP00381,CUST0727,PROD08,20231026,182106.11,5.79,3,2024-01-24,0,7975.57,BR034
DEP00382,CUST0235,PROD07,20241006,36693.9,5.91,0,,1,633.12,BR014
DEP00383,CUST0404,PROD07,20220901,97171.99,4.81,60,2027-08-06,1,3456.14,BR050
DEP00384,CUST0683,PROD08,20200323,69902.15,7.12,6,2020-09-19,1,942.5,BR011
DEP00385,CUST0566,PROD09,20210418,126407.93,7.29,0,,1,975.84,BR009
DEP00386,CUST0725,PROD07,20221225,179755.4,3.31,12,2023-12-20,1,4231.89,BR022
DEP00387,CUST0602,PROD08,20201213,198388.83,7.16,36,2023-11-28,1,7075.59,BR027
DEP00388,CUST0503,PROD09,20240615,68590.42,3.53,3,2024-09-13,1,1765.79,BR014
DEP00389,CUST0933,PROD07,20240806,159868.41,6.9,3,2024-11-04,1,8205.97,BR034
DEP00390,CUST0987,PROD07,20230530,104848.54,6.23,3,2023-08-28,1,5502.51,BR023
DEP00391,CUST0123,PROD06,20200125,34919.38,2.51,12,2021-01-19,1,141.06,BR013
DEP00392,CUST0916,PROD08,20231128,130720.3,7.28,24,2025-11-17,0,9270.21,BR022
DEP00393,CUST0222,PROD09,20200519,90617.45,4.28,3,2020-08-17,1,3772.29,BR023
DEP00394,CUST0186,PROD06,20230221,142164.8,3.47,24,2025-02-10,0,1478.87,BR043
DEP00395,CUST0830,PROD08,20200415,119339.23,3.55,3,2020-07-14,0,2136.76,BR015
DEP00396,CUST0108,PROD07,20230607,119345.39,3.46,6,2023-12-04,1,3170.8,BR034
DEP00397,CUST0349,PROD06,20240420,40397.31,5.95,36,2027-04-05,1,1552.47,BR045
DEP00398,CUST0028,PROD07,20220423,136255.61,2.59,24,2024-04-12,1,1852.25,BR012
DEP00399,CUST0029,PROD09,20200623,217917.05,7.22,0,,1,6489.37,BR016
DEP00400,CUST0611,PROD08,20230313,103674.93,2.69,3,2023-06-11,1,468.1,BR021
DEP00401,CUST0831,PROD09,20211219,29189.46,4.3,60,2026-11-23,1,348.84,BR013
DEP00402,CUST0015,PROD06,20240614,108770.22,2.52,24,2026-06-04,1,2590.43,BR030
DEP00403,CUST0345,PROD06,20201212,238708.53,6.17,0,,1,13836.95,BR004
DEP00404,CUST0455,PROD09,20221007,162581.67,5.08,60,2027-09-11,0,3238.31,BR044
DEP00405,CUST0555,PROD08,20200111,147131.4,5.38,0,,1,3179.98,BR019
DEP00406,CUST0634,PROD09,20201226,225363.6,4.45,24,2022-12-16,1,7114.74,BR009
DEP00407,CUST0457,PROD07,20221024,107597.51,4.2,24,2024-10-13,1,1623.39,BR045
DEP00408,CUST0138,PROD06,20210923,198410.86,7.09,36,2024-09-07,1,11097.57,BR021
DEP00409,CUST0936,PROD06,20231028,238630.37,3.8,12,2024-10-22,1,1772.25,BR025
DEP00410,CUST0268,PROD07,20210828,151391.15,3.51,24,2023-08-18,1,1041.28,BR046
DEP00411,CUST0771,PROD09,20220708,64474.21,2.67,24,2024-06-27,0,1045.4,BR048
DEP00412,CUST0854,PROD08,20221227,79009.03,3.85,0,,1,453.66,BR042
DEP00413,CUST0831,PROD09,20220726,160456.05,7.39,6,2023-01-22,1,6564.46,BR040
DEP00414,CUST0242,PROD09,20230106,152981.96,4.09,12,2024-01-01,0,920.69,BR011
DEP00415,CUST0286,PROD07,20240923,27823.91,6.2,6,2025-03-22,1,1610.66,BR017
DEP00416,CUST0253,PROD09,20230124,4140.19,4.7,6,2023-07-23,1,103.95,BR038
DEP00417,CUST0206,PROD09,20211206,17533.91,5.04,12,2022-12-01,1,401.66,BR038
DEP00418,CUST0183,PROD09,20231128,225740.26,3.2,0,,1,5066.75,BR047
DEP00419,CUST0163,PROD09,20210302,240993.04,6.38,0,,1,6577.35,BR031
DEP00420,CUST0190,PROD06,20201112,213232.42,2.52,24,2022-11-02,1,2751.49,BR033
DEP00421,CUST0884,PROD08,20240601,146950.96,4.34,3,2024-08-30,1,1680.3,BR050
DEP00422,CUST0398,PROD09,20200210,2223.35,5.2,36,2023-01-25,1,102.66,BR022
DEP00423,CUST0939,PROD09,20240719,134654.27,4.54,24,2026-07-09,1,4450.52,BR014
DEP00424,CUST0032,PROD07,20210704,18757.11,7.05,3,2021-10-02,0,534.95,BR013
DEP00425,CUST0129,PROD08,20220607,183202.94,5.18,24,2024-05-27,0,8343.23,BR029
DEP00426,CUST0836,PROD06,20240217,124834.59,2.72,0,,1,1863.61,BR025
DEP00427,CUST0102,PROD08,20240531,60283.54,6.86,0,,1,3331.27,BR047
DEP00428,CUST0606,PROD06,20240203,216987.29,4.94,6,2024-08-01,1,2972.19,BR036
DEP00429,CUST0449,PROD06,20230914,182188.09,6.63,12,2024-09-08,1,6684.08,BR045
DEP00430,CUST0470,PROD09,20210116,218809.09,7.03,12,2022-01-11,0,12613.34,BR001
DEP00431,CUST0757,PROD08,20210606,243072.79,6.67,12,2022-06-01,0,3400.59,BR010
DEP00432,CUST0298,PROD09,20210921,17233.61,3.35,24,2023-09-11,1,516.21,BR041
DEP00433,CUST0066,PROD08,20200810,181585.35,5.52,24,2022-07-31,0,2564.1,BR014
DEP00434,CUST0726,PROD08,20231106,143202.38,2.91,3,2024-02-04,1,1185.39,BR015
DEP00435,CUST0591,PROD07,20200908,78853.79,6.43,0,,0,3695.28,BR008
DEP00436,CUST0217,PROD07,20230917,174162.01,3.95,6,2024-03-15,1,6402.63,BR023
DEP00437,CUST0430,PROD09,20240616,121002.91,4.32,60,2029-05-21,1,1042.42,BR030
DEP00438,CUST0666,PROD09,20220310,2263.05,4.08,24,2024-02-28,1,57.16,BR007
DEP00439,CUST0412,PROD08,20220128,110322.71,4.5,60,2027-01-02,0,3855.71,BR026
DEP00440,CUST0955,PROD08,20240730,118721.62,4.67,12,2025-07-25,1,2952.85,BR026
DEP00441,CUST0048,PROD08,20200914,2600.95,5.86,6,2021-03-13,1,95.64,BR020
DEP00442,CUST0338,PROD08,20210113,18117.11,4.32,6,2021-07-12,0,451.04,BR038
DEP00443,CUST0572,PROD09,20201021,117270.91,4.0,6,2021-04-19,1,1172.48,BR028
DEP00444,CUST0079,PROD08,20231118,10627.78,6.95,3,2024-02-16,0,594.8,BR015
DEP00445,CUST0661,PROD09,20240526,171549.99,2.67,12,2025-05-21,0,1033.9,BR027
DEP00446,CUST0882,PROD09,20210218,146246.99,3.73,60,2026-01-23,1,1806.97,BR004
DEP00447,CUST0199,PROD06,20230119,174226.27,7.5,60,2027-12-24,1,4150.5,BR002
DEP00448,CUST0919,PROD06,20200810,230484.14,6.5,24,2022-07-31,1,10512.88,BR026
DEP00449,CUST0363,PROD08,20221024,133178.38,4.22,12,2023-10-19,1,2441.26,BR045
DEP00450,CUST0297,PROD08,20201110,142593.54,3.02,0,,1,1178.09,BR039
DEP00451,CUST0469,PROD08,20211210,113978.28,7.27,3,2022-03-10,1,1371.97,BR029
DEP00452,CUST0981,PROD07,20230824,125666.94,6.06,0,,1,3010.84,BR026
DEP00453,CUST0979,PROD09,20230618,108290.53,6.88,36,2026-06-02,1,6162.19,BR035
DEP00454,CUST0730,PROD08,20231226,221363.81,5.19,36,2026-12-10,1,1855.01,BR042
DEP00455,CUST0547,PROD07,20211031,236165.42,4.44,0,,1,6710.93,BR048
DEP00456,CUST0598,PROD06,20240506,205646.29,6.17,3,2024-08-04,1,11097.77,BR039
DEP00457,CUST0314,PROD09,20220512,176068.46,3.34,3,2022-08-10,0,4831.2,BR044
DEP00458,CUST0959,PROD08,20201008,108187.74,6.8,60,2025-09-12,1,3948.54,BR038
DEP00459,CUST0469,PROD07,20220608,120605.93,6.13,24,2024-05-28,1,1341.19,BR001
DEP00460,CUST0135,PROD09,20240723,19731.04,6.3,36,2027-07-08,1,1082.02,BR048
DEP00461,CUST0693,PROD07,20240909,2752.58,5.2,36,2027-08-25,0,34.78,BR009
DEP00462,CUST0128,PROD08,20230728,19270.26,2.71,6,2024-01-24,1,395.8,BR025
DEP00463,CUST0176,PROD08,20240728,246562.69,3.85,36,2027-07-13,1,2235.08,BR007
DEP00464,CUST0401,PROD08,20220520,102304.56,5.66,3,2022-08-18,1,5714.41,BR023
DEP00465,CUST0038,PROD07,20210812,47558.34,3.16,3,2021-11-10,1,475.69,BR035
DEP00466,CUST0094,PROD08,20200130,59136.88,5.72,6,2020-07-28,1,3213.36,BR039
DEP00467,CUST0775,PROD08,20200514,168304.36,6.97,0,,1,10507.65,BR034
DEP00468,CUST0305,PROD07,20240322,237042.5,2.75,6,2024-09-18,1,736.83,BR048
DEP00469,CUST0615,PROD07,20240219,216846.31,7.21,24,2026-02-08,1,13593.86,BR041
DEP00470,CUST0963,PROD09,20200220,35358.61,3.85,6,2020-08-18,1,241.54,BR040
DEP00471,CUST0013,PROD09,20220918,24500.05,5.29,3,2022-12-17,1,949.16,BR016
DEP00472,CUST0962,PROD07,20240329,217526.86,4.87,36,2027-03-14,1,5726.53,BR023
DEP00473,CUST0352,PROD08,20220621,99760.31,4.69,12,2023-06-16,1,2471.48,BR015
DEP00474,CUST0346,PROD08,20210926,139575.36,3.03,12,2022-09-21,1,1106.98,BR025
DEP00475,CUST0417,PROD09,20200804,85226.62,5.92,24,2022-07-25,1,4131.05,BR037
DEP00476,CUST0763,PROD07,20230528,66930.86,4.81,0,,1,3108.46,BR023
DEP00477,CUST0061,PROD06,20210301,221233.21,6.65,3,2021-05-30,1,9010.44,BR028
DEP00478,CUST0162,PROD09,20230621,213742.16,5.2,24,2025-06-10,1,6155.5,BR019
DEP00479,CUST0832,PROD09,20220827,47641.48,6.02,60,2027-08-01,1,2432.69,BR039
DEP00480,CUST0886,PROD06,20210328,112755.6,3.06,24,2023-03-18,1,804.73,BR029
DEP00481,CUST0355,PROD07,20230307,174355.97,4.31,12,2024-03-01,1,7169.38,BR012
DEP00482,CUST0087,PROD06,20220513,235132.92,3.43,3,2022-08-11,1,6854.57,BR046
DEP00483,CUST0401,PROD08,20230509,22666.22,2.52,6,2023-11-05,1,154.58,BR017
DEP00484,CUST0898,PROD07,20220314,67127.9,3.75,60,2027-02-16,1,1948.07,BR037
DEP00485,CUST0828,PROD09,20230419,23679.73,3.24,36,2026-04-03,1,512.8,BR030
DEP00486,CUST0645,PROD07,20201204,230002.17,7.29,12,2021-11-29,1,6492.68,BR030
DEP00487,CUST0521,PROD06,20241001,156986.37,7.01,12,2025-09-26,1,7723.01,BR007
DEP00488,CUST0058,PROD07,20210120,135331.55,4.36,0,,1,821.57,BR003
DEP00489,CUST0922,PROD06,20230925,106037.41,5.67,3,2023-12-24,1,3385.12,BR028
DEP00490,CUST0661,PROD09,20220702,221234.84,3.92,6,2022-12-29,0,1808.51,BR011
DEP00491,CUST0567,PROD08,20220805,163728.52,3.71,6,2023-02-01,0,4093.79,BR015
DEP00492,CUST0189,PROD08,20240806,94946.0,5.74,60,2029-07-11,0,4741.98,BR034
DEP00493,CUST0292,PROD06,20211115,74523.23,4.55,3,2022-02-13,1,708.61,BR021
DEP00494,CUST0507,PROD07,20211004,243230.43,6.28,60,2026-09-08,1,3015.3,BR047
DEP00495,CUST0864,PROD09,20220321,142435.91,4.43,36,2025-03-05,1,5816.52,BR027
DEP00496,CUST0336,PROD09,20200126,10922.87,7.14,60,2024-12-30,1,573.07,BR029
DEP00497,CUST0762,PROD08,20201110,45993.41,6.72,36,2023-10-26,1,1743.97,BR041
DEP00498,CUST0144,PROD06,20200118,141206.44,3.42,3,2020-04-17,1,885.31,BR017
DEP00499,CUST0347,PROD08,20220909,229493.36,5.67,60,2027-08-14,1,6608.19,BR009
DEP00500,CUST0236,PROD09,20220323,103596.57,3.87,6,2022-09-19,1,3777.23,BR020
DEP00501,CUST0220,PROD06,20210113,154897.48,4.86,24,2023-01-03,1,2247.95,BR032
DEP00502,CUST0159,PROD07,20230424,140111.4,3.11,24,2025-04-13,1,1854.25,BR049
DEP00503,CUST0153,PROD08,20231006,47953.0,3.26,24,2025-09-25,1,202.67,BR046
DEP00504,CUST0690,PROD08,20230308,98833.7,3.17,6,2023-09-04,1,1612.82,BR028
DEP00505,CUST0694,PROD08,20210209,151062.61,7.11,12,2022-02-04,1,7446.51,BR043
DEP00506,CUST0302,PROD09,20220405,114747.88,5.62,0,,0,3580.4,BR020
DEP00507,CUST0311,PROD09,20220601,245145.25,4.39,6,2022-11-28,1,5254.88,BR044
DEP00508,CUST0840,PROD06,20231024,241954.9,5.67,3,2024-01-22,0,7614.0,BR044
DEP00509,CUST0762,PROD08,20240201,4591.79,4.13,24,2026-01-21,1,76.0,BR041
DEP00510,CUST0438,PROD07,20230315,119442.67,3.42,12,2024-03-09,1,1183.18,BR050
DEP00511,CUST0147,PROD08,20220706,183734.94,3.29,3,2022-10-04,1,4509.82,BR027
DEP00512,CUST0944,PROD07,20220827,240255.34,6.14,6,2023-02-23,0,3822.93,BR050
DEP00513,CUST0689,PROD07,20210602,159689.37,6.88,12,2022-05-28,0,5031.68,BR003
DEP00514,CUST0362,PROD06,20210902,150074.09,6.22,0,,1,9169.28,BR033
DEP00515,CUST0406,PROD07,20221025,203532.0,4.43,36,2025-10-09,0,8551.05,BR040
DEP00516,CUST0991,PROD07,20210710,242979.9,5.52,6,2022-01-06,1,10441.9,BR044
DEP00517,CUST0958,PROD08,20200619,130275.3,4.64,36,2023-06-04,1,2873.56,BR006
DEP00518,CUST0236,PROD08,20210713,12238.97,5.31,24,2023-07-03,1,471.73,BR016
DEP00519,CUST0890,PROD06,20230120,62269.7,2.64,12,2024-01-15,1,560.69,BR027
DEP00520,CUST0600,PROD06,20240705,34237.39,6.66,3,2024-10-03,0,2209.52,BR039
DEP00521,CUST0993,PROD07,20230717,242448.01,5.26,0,,1,10180.61,BR011
DEP00522,CUST0164,PROD06,20200606,96696.16,2.98,60,2025-05-11,1,755.95,BR001
DEP00523,CUST0643,PROD07,20210507,145195.08,4.32,3,2021-08-05,1,5866.99,BR016
DEP00524,CUST0834,PROD09,20230728,190085.15,3.58,0,,1,5384.3,BR038
DEP00525,CUST0567,PROD07,20200611,42406.4,2.73,3,2020-09-09,1,688.06,BR028
DEP00526,CUST0496,PROD07,20200312,208519.09,3.41,6,2020-09-08,1,6454.98,BR016
DEP00527,CUST0101,PROD09,20220922,159083.18,4.49,24,2024-09-11,1,764.44,BR001
DEP00528,CUST0707,PROD06,20230905,145667.61,7.49,36,2026-08-20,1,10431.49,BR025
DEP00529,CUST0890,PROD08,20240922,239891.41,3.56,60,2029-08-27,1,8071.37,BR020
DEP00530,CUST0543,PROD07,20210610,247801.35,6.42,24,2023-05-31,0,3219.3,BR005
DEP00531,CUST0321,PROD08,20240112,123456.85,4.68,0,,1,2996.8,BR041
DEP00532,CUST0060,PROD09,20200123,33776.9,3.2,3,2020-04-22,1,928.88,BR004
DEP00533,CUST0048,PROD07,20230907,247820.29,6.09,0,,1,5353.66,BR046
DEP00534,CUST0582,PROD06,20210101,209425.2,3.34,12,2021-12-27,1,856.91,BR039
DEP00535,CUST0892,PROD07,20201230,66692.01,2.88,3,2021-03-30,1,1373.16,BR049
DEP00536,CUST0359,PROD07,20231227,112991.62,3.3,3,2024-03-26,1,3339.63,BR006
DEP00537,CUST0226,PROD06,20200721,109444.91,5.32,36,2023-07-06,1,1450.16,BR048
DEP00538,CUST0221,PROD07,20220302,123779.81,2.63,36,2025-02-14,1,1500.1,BR033
DEP00539,CUST0114,PROD06,20240702,108535.09,7.12,60,2029-06-06,0,5897.54,BR039
DEP00540,CUST0008,PROD07,20211017,24414.75,3.44,12,2022-10-12,1,653.93,BR028
DEP00541,CUST0454,PROD07,20240515,4427.24,3.36,24,2026-05-05,1,26.08,BR044
DEP00542,CUST0827,PROD08,20210303,160358.76,2.62,36,2024-02-16,1,1785.23,BR013
DEP00543,CUST0080,PROD08,20240515,19027.84,5.82,0,,0,432.02,BR021
DEP00544,CUST0003,PROD08,20221024,80317.55,5.24,12,2023-10-19,0,2112.41,BR015
DEP00545,CUST0801,PROD09,20221029,63000.59,4.76,12,2023-10-24,1,2280.47,BR036
DEP00546,CUST0671,PROD07,20200218,162777.69,4.46,36,2023-02-02,1,6154.21,BR022
DEP00547,CUST0957,PROD07,20211021,82254.43,6.98,0,,0,5238.95,BR029
DEP00548,CUST0172,PROD09,20230806,148938.28,4.71,36,2026-07-21,1,4164.44,BR037
DEP00549,CUST0027,PROD06,20240930,172556.39,7.04,3,2024-12-29,1,5161.74,BR006
DEP00550,CUST0770,PROD07,20200509,206691.05,3.78,12,2021-05-04,1,6757.0,BR035
DEP00551,CUST0032,PROD06,20230619,149336.21,4.32,3,2023-09-17,1,885.84,BR021
DEP00552,CUST0066,PROD06,20231013,117531.4,6.07,6,2024-04-10,0,5862.67,BR047
DEP00553,CUST0091,PROD09,20200410,167239.2,3.86,6,2020-10-07,0,3938.24,BR033
DEP00554,CUST0570,PROD09,20210203,157873.44,2.95,60,2026-01-08,1,3942.44,BR029
DEP00555,CUST0756,PROD06,20210922,158862.63,5.22,0,,1,4877.46,BR043
DEP00556,CUST0534,PROD06,20230328,16078.98,3.12,60,2028-03-01,1,420.82,BR022
DEP00557,CUST0716,PROD09,20221020,199034.21,4.51,12,2023-10-15,0,8185.68,BR038
DEP00558,CUST0882,PROD08,20200921,67359.6,4.5,0,,1,1623.34,BR037
DEP00559,CUST0157,PROD06,20220710,105830.31,4.16,12,2023-07-05,0,3445.18,BR003
DEP00560,CUST0133,PROD07,20230924,51806.11,2.52,36,2026-09-08,1,1255.29,BR020
DEP00561,CUST0463,PROD07,20220620,115381.98,3.18,60,2027-05-25,1,2772.68,BR004
DEP00562,CUST0633,PROD08,20230726,147219.98,5.95,24,2025-07-15,1,5008.04,BR036
DEP00563,CUST0486,PROD07,20220108,177334.02,4.99,12,2023-01-03,1,5817.84,BR013
DEP00564,CUST0221,PROD08,20231205,118413.15,5.92,0,,1,5117.52,BR017
DEP00565,CUST0031,PROD07,20230324,126005.78,5.83,3,2023-06-22,1,5797.66,BR019
DEP00566,CUST0547,PROD08,20210629,34261.13,4.77,24,2023-06-19,1,632.76,BR049
DEP00567,CUST0403,PROD08,20200925,177673.12,5.51,24,2022-09-15,0,6807.45,BR026
DEP00568,CUST0171,PROD07,20220827,62607.63,7.37,60,2027-08-01,1,3910.02,BR020
DEP00569,CUST0917,PROD06,20220310,157876.8,2.78,0,,0,2114.23,BR016
DEP00570,CUST0277,PROD06,20200826,65819.9,6.89,0,,1,2079.39,BR013
DEP00571,CUST0262,PROD08,20201228,243086.91,4.58,12,2021-12-23,1,9126.48,BR034
